
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ]
-1.23177805e+01, 5.84065866e+00, 1.24020576e-02, 1.04501355e+03, 8.55186386e+01, -3.88099098e+00, 0.00000000e+00
-1.21272507e+01, 6.12225723e+00, 1.24020576e-02, 1.01339111e+03, 8.69334946e+01, -4.22562265e+00, 0.00000000e+00
6.96259832e+00, 1.17119491e+00, 1.24020576e-02, 3.91784698e+02, 6.87271042e+01, 1.78729916e+00, 0.00000000e+00
6.89933777e+00, 9.08659756e-01, 1.24020576e-02, 3.55661316e+02, 5.90435066e+01, -1.76633823e+00, 0.00000000e+00
3.46083522e+00, -6.90529823e+00, 1.24020576e-02, 1.41814819e+02, 5.38206024e+01, 7.49899149e-01, 0.00000000e+00
3.69452643e+00, -6.84403467e+00, 1.24020576e-02, 1.29919098e+02, 5.72463150e+01, 9.06019330e-01, 0.00000000e+00
3.59822154e+00, -6.62606382e+00, 1.24020576e-02, 1.29393158e+02, 7.05965118e+01, 1.20131242e+00, 0.00000000e+00
4.54589939e+00, 4.94266319e+00, 1.24020576e-02, 4.80641708e+01, 9.50325546e+01, -2.56350684e+00, 0.00000000e+00
4.56288576e+00, 4.65201855e+00, 1.24020576e-02, 3.94507637e+01, 9.46893539e+01, -2.69585347e+00, 0.00000000e+00
4.80383110e+00, 4.85259438e+00, 1.24020576e-02, 5.02413330e+01, 9.48460312e+01, -2.66618943e+00, 0.00000000e+00
4.43533325e+00, 3.55498385e+00, 1.24020576e-02, -1.35531893e+01, 9.40702591e+01, -3.60226464e+00, 0.00000000e+00
4.13776922e+00, 3.29284382e+00, 1.24020576e-02, -5.62355156e+01, 9.46336975e+01, -3.65956378e+00, 0.00000000e+00
4.46780205e+00, 3.21780181e+00, 1.24020576e-02, -3.42736168e+01, 9.41082764e+01, -4.23992348e+00, 0.00000000e+00
-1.85103238e+00, -4.43048668e+00, 1.24020576e-02, 5.18027344e+02, 8.93116837e+01, -1.87473142e+00, 0.00000000e+00
-1.63474154e+00, -4.15147972e+00, 1.24020576e-02, 4.98925262e+02, 8.91895065e+01, -2.39200830e+00, 0.00000000e+00
-1.94663548e+00, -4.14946222e+00, 1.24020576e-02, 5.43183716e+02, 8.86740494e+01, -2.25584960e+00, 0.00000000e+00
3.04494500e+00, 4.50552559e+00, 1.24020576e-02, 1.50762253e+01, 9.49359589e+01, -1.53639448e+00, 0.00000000e+00
2.81867123e+00, 4.27600431e+00, 1.24020576e-02, -6.54068375e+00, 9.48629990e+01, -1.23545015e+00, 0.00000000e+00
3.13920593e+00, 4.19261026e+00, 1.24020576e-02, -1.26124687e+01, 9.48766861e+01, -1.64137709e+00, 0.00000000e+00
-7.05191255e-01, -6.93661499e+00, 1.24020576e-02, 3.93741119e+02, 5.48880577e+01, -6.79576620e-02, 0.00000000e+00
-5.49386501e-01, -6.62122536e+00, 1.24020576e-02, 3.78737000e+02, 7.29519501e+01, -1.68251265e-02, 0.00000000e+00
-8.86552811e-01, -6.61758995e+00, 1.24020576e-02, 4.06430756e+02, 7.29096832e+01, -7.64865428e-02, 0.00000000e+00
-1.15959768e+01, 6.16659784e+00, 1.24020576e-02, 9.62732605e+02, 8.78143158e+01, -3.94285274e+00, 0.00000000e+00
-1.18700171e+01, 6.40981197e+00, 1.24020576e-02, 9.67008911e+02, 8.78058014e+01, -4.29016018e+00, 0.00000000e+00
-1.17998381e+01, 6.01998281e+00, 1.24020576e-02, 9.85201538e+02, 8.69842148e+01, -3.91320324e+00, 0.00000000e+00
-9.12071800e+00, 1.60117850e-01, 1.24020576e-02, 9.59081604e+02, 8.19633713e+01, -4.36464660e-02, 0.00000000e+00
-9.42577076e+00, 2.78990597e-01, 1.24020576e-02, 9.66200378e+02, 8.18735504e+01, -8.47974792e-02, 0.00000000e+00
-9.34822845e+00, -2.16317214e-02, 1.24020576e-02, 9.65071350e+02, 8.18824921e+01, 1.31389871e-02, 0.00000000e+00
-1.13218365e+01, -6.61160994e+00, 1.24020576e-02, 9.48788086e+02, 8.60358658e+01, 3.57061315e+00, 0.00000000e+00
-1.12551947e+01, -6.32023001e+00, 1.24020576e-02, 9.54857971e+02, 8.81807632e+01, 3.71739769e+00, 0.00000000e+00
-1.14709101e+01, -6.40748358e+00, 1.24020576e-02, 9.61959717e+02, 8.81089554e+01, 3.86195827e+00, 0.00000000e+00
-8.64122868e-01, -6.03544044e+00, 1.24020576e-02, 3.96795990e+02, 9.00279846e+01, -1.94989979e-01, 0.00000000e+00
-7.16034114e-01, -6.32194042e+00, 1.24020576e-02, 3.88172546e+02, 8.42505798e+01, -7.61554912e-02, 0.00000000e+00
-5.27933121e-01, -6.06046295e+00, 1.24020576e-02, 3.65635345e+02, 8.98797607e+01, -1.35196447e-01, 0.00000000e+00
1.05238638e+01, -6.37726688e+00, 1.24020576e-02, 6.85084686e+01, 7.17844925e+01, 9.08929050e-01, 0.00000000e+00
1.04369059e+01, -6.64436531e+00, 1.24020576e-02, 6.72605286e+01, 5.78693504e+01, 5.80263317e-01, 0.00000000e+00
1.07436981e+01, -6.64896393e+00, 1.24020576e-02, 6.68867416e+01, 5.83240662e+01, 5.87635338e-01, 0.00000000e+00
2.39014363e+00, 5.43685389e+00, 1.24020576e-02, 1.02606094e+02, 9.50817947e+01, -1.18597710e+00, 0.00000000e+00
2.10808921e+00, 5.29946470e+00, 1.24020576e-02, 1.06671906e+02, 9.49935989e+01, -8.88018250e-01, 0.00000000e+00
2.43617487e+00, 5.18199348e+00, 1.24020576e-02, 8.36337814e+01, 9.51422806e+01, -1.13314056e+00, 0.00000000e+00
-6.99999988e-01, 7.50000000e+00, 1.24020576e-02, 3.61106812e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-5.49304128e-01, 7.23299551e+00, 1.24020576e-02, 3.53434143e+02, 2.94250946e+01, 2.15628207e-01, 0.00000000e+00
-4.00000006e-01, 7.50000000e+00, 1.24020576e-02, 3.46700073e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
3.92900974e-01, -7.19846201e+00, 1.24020576e-02, 3.12473541e+02, 3.15116062e+01, 1.16331451e-01, 0.00000000e+00
2.32496932e-01, -6.89682341e+00, 1.24020576e-02, 3.21014008e+02, 5.60103760e+01, 1.28512070e-01, 0.00000000e+00
6.95856735e-02, -7.19765854e+00, 1.24020576e-02, 3.37941284e+02, 3.16081638e+01, 5.90327643e-02, 0.00000000e+00
8.58765221e+00, 4.77299881e+00, 1.24020576e-02, 7.90173111e+01, 9.47782288e+01, -1.91054022e+00, 0.00000000e+00
8.25239372e+00, 4.78078842e+00, 1.24020576e-02, 8.24919586e+01, 9.46699600e+01, -1.89602578e+00, 0.00000000e+00
8.34784412e+00, 4.47513866e+00, 1.24020576e-02, 8.68606415e+01, 9.43301926e+01, -1.76263165e+00, 0.00000000e+00
-9.89495659e+00, -1.01377642e+00, 1.24020576e-02, 9.78255066e+02, 8.18023453e+01, 3.58287096e-01, 0.00000000e+00
-1.01986122e+01, -8.59626770e-01, 1.24020576e-02, 9.87682922e+02, 8.16583939e+01, 3.12103599e-01, 0.00000000e+00
-1.01873083e+01, -1.17784250e+00, 1.24020576e-02, 9.86824951e+02, 8.17296829e+01, 4.30293351e-01, 0.00000000e+00
-7.71558380e+00, -8.93329382e-01, 1.24020576e-02, 9.29193359e+02, 8.23934250e+01, 1.57577619e-01, 0.00000000e+00
-8.04300308e+00, -8.87684226e-01, 1.24020576e-02, 9.34136292e+02, 8.23362503e+01, 1.94828957e-01, 0.00000000e+00
-7.76838875e+00, -1.16026533e+00, 1.24020576e-02, 9.27254639e+02, 8.24612427e+01, 2.16609105e-01, 0.00000000e+00
5.18202305e+00, -6.64263153e+00, 1.24020576e-02, 8.75488281e+01, 6.72423553e+01, 1.18562353e+00, 0.00000000e+00
5.03824997e+00, -6.38774776e+00, 1.24020576e-02, 8.93296051e+01, 7.95160446e+01, 1.66043901e+00, 0.00000000e+00
-1.04412031e+01, 3.04644156e+00, 1.24020576e-02, 9.77874939e+02, 8.24710999e+01, -1.24836171e+00, 0.00000000e+00
-1.02769022e+01, 2.68503976e+00, 1.24020576e-02, 9.74587769e+02, 8.23195114e+01, -1.06668127e+00, 0.00000000e+00
-1.00944815e+01, 3.00132728e+00, 1.24020576e-02, 9.64201538e+02, 8.26040497e+01, -1.17721927e+00, 0.00000000e+00
7.76477814e+00, 5.15630531e+00, 1.24020576e-02, 7.93692551e+01, 9.46730347e+01, -2.02585578e+00, 0.00000000e+00
7.38482714e+00, 5.10809183e+00, 1.24020576e-02, 8.02967377e+01, 9.46417236e+01, -2.08821869e+00, 0.00000000e+00
7.55164623e+00, 4.83094501e+00, 1.24020576e-02, 8.65872421e+01, 9.44727859e+01, -1.99163210e+00, 0.00000000e+00
3.90760541e+00, 1.65161955e+00, 1.24020576e-02, -3.88252289e+02, 1.01073387e+02, -6.87065935e+00, 0.00000000e+00
3.96137595e+00, 1.35831213e+00, 1.24020576e-02, -4.97048553e+02, 1.00679695e+02, -8.55877590e+00, 0.00000000e+00
4.14640331e+00, 1.55740070e+00, 1.24020576e-02, -3.79005096e+02, 1.00343735e+02, -9.64328957e+00, 0.00000000e+00
-1.06026001e+01, 7.47750103e-01, 1.24020576e-02, 9.98924866e+02, 8.15102310e+01, -2.82670349e-01, 0.00000000e+00
-1.04467611e+01, 5.60528815e-01, 1.24020576e-02, 9.94174866e+02, 8.15519180e+01, -2.08804056e-01, 0.00000000e+00
-1.03530731e+01, 8.97449613e-01, 1.24020576e-02, 9.90419800e+02, 8.16205444e+01, -3.29901636e-01, 0.00000000e+00
6.87371135e-01, -7.19886351e+00, 1.24020576e-02, 2.96287201e+02, 3.18524475e+01, 8.36488381e-02, 0.00000000e+00
9.81841326e-01, -7.19926548e+00, 1.24020576e-02, 2.77432983e+02, 3.16137257e+01, 6.18981272e-02, 0.00000000e+00
8.22378874e-01, -6.84333611e+00, 1.24020576e-02, 2.83562195e+02, 5.96507301e+01, 2.63993263e-01, 0.00000000e+00
-1.34902201e+01, 4.88035154e+00, 1.24020576e-02, 1.16209460e+03, 8.19353256e+01, -2.57607913e+00, 0.00000000e+00
-1.34492350e+01, 4.56667805e+00, 1.24020576e-02, 1.14963867e+03, 8.16609497e+01, -2.26627612e+00, 0.00000000e+00
-1.32027483e+01, 4.76468515e+00, 1.24020576e-02, 1.13526685e+03, 8.21078339e+01, -2.53784776e+00, 0.00000000e+00
1.13215818e+01, 4.16007376e+00, 1.24020576e-02, 5.91247292e+01, 9.37038193e+01, -2.17640734e+00, 0.00000000e+00
1.11635265e+01, 3.87973452e+00, 1.24020576e-02, 6.27677345e+01, 9.33264389e+01, -2.40692091e+00, 0.00000000e+00
1.14872007e+01, 3.89137411e+00, 1.24020576e-02, 6.15874329e+01, 9.31571655e+01, -2.20076704e+00, 0.00000000e+00
-4.89331961e+00, -1.55539647e-01, 1.24020576e-02, 9.58014587e+02, 8.19855576e+01, -1.05028354e-01, 0.00000000e+00
-4.92680168e+00, -4.79386240e-01, 1.24020576e-02, 9.53046326e+02, 8.20716934e+01, -2.68721730e-01, 0.00000000e+00
-4.64711285e+00, -3.67154032e-01, 1.24020576e-02, 9.68396179e+02, 8.18736267e+01, -2.66498953e-01, 0.00000000e+00
8.76874161e+00, 2.55742788e+00, 1.24020576e-02, 9.45341568e+01, 9.50155640e+01, 1.72436044e-01, 0.00000000e+00
8.96363926e+00, 2.37429214e+00, 1.24020576e-02, 7.10672302e+01, 9.60581894e+01, -1.19055860e-01, 0.00000000e+00
9.00589466e+00, 2.63525820e+00, 1.24020576e-02, 7.75318832e+01, 9.52896118e+01, -7.12476075e-01, 0.00000000e+00
-1.43176355e+01, 4.03930330e+00, 1.24020576e-02, 1.18484277e+03, 8.06272812e+01, -1.38891566e+00, 0.00000000e+00
-1.39935436e+01, 4.10568762e+00, 1.24020576e-02, 1.16915417e+03, 8.08784027e+01, -1.61465168e+00, 0.00000000e+00
-1.42842188e+01, 4.35858154e+00, 1.24020576e-02, 1.20087439e+03, 8.07734299e+01, -1.63050747e+00, 0.00000000e+00
3.28218985e+00, -2.63447070e+00, 1.24020576e-02, -1.17107948e+02, 9.30592957e+01, 3.65498185e+00, 0.00000000e+00
3.59511042e+00, -2.63277388e+00, 1.24020576e-02, -4.97425690e+01, 9.22496796e+01, 3.28663325e+00, 0.00000000e+00
3.43600440e+00, -2.34891391e+00, 1.24020576e-02, -9.21213226e+01, 9.20466537e+01, 4.37654448e+00, 0.00000000e+00
1.40110111e+00, -4.82932997e+00, 1.24020576e-02, 1.23554367e+02, 9.40769577e+01, 1.13041453e-01, 0.00000000e+00
1.36487067e+00, -5.17297983e+00, 1.24020576e-02, 1.56115509e+02, 9.43247757e+01, 3.17185611e-01, 0.00000000e+00
1.68403721e+00, -4.96161270e+00, 1.24020576e-02, 1.18043900e+02, 9.43423615e+01, 4.70163107e-01, 0.00000000e+00
9.22858620e+00, -3.13797021e+00, 1.24020576e-02, 1.50528442e+02, 9.04859467e+01, 1.87151361e+00, 0.00000000e+00
9.11838722e+00, -3.38253784e+00, 1.24020576e-02, 1.39503433e+02, 9.11861191e+01, 2.09222007e+00, 0.00000000e+00
9.42886448e+00, -3.29836941e+00, 1.24020576e-02, 1.43384079e+02, 9.09805069e+01, 1.50370693e+00, 0.00000000e+00
-7.99101925e+00, -2.09659958e+00, 1.24020576e-02, 9.19852844e+02, 8.28053818e+01, 4.78778005e-01, 0.00000000e+00
-8.29157448e+00, -2.29433012e+00, 1.24020576e-02, 9.23701050e+02, 8.28330307e+01, 6.04594231e-01, 0.00000000e+00
-7.99664259e+00, -2.41249037e+00, 1.24020576e-02, 9.14448303e+02, 8.30005188e+01, 5.75727165e-01, 0.00000000e+00
8.62490273e+00, -6.89285564e+00, 1.24020576e-02, 6.16353989e+01, 4.56303711e+01, 4.65352744e-01, 0.00000000e+00
8.88345909e+00, -6.76838923e+00, 1.24020576e-02, 6.18688850e+01, 5.37406654e+01, 5.95587969e-01, 0.00000000e+00
8.64284229e+00, -6.55861235e+00, 1.24020576e-02, 6.45918274e+01, 6.56042099e+01, 9.53410566e-01, 0.00000000e+00
-1.50556803e+00, -4.45031452e+00, 1.24020576e-02, 4.72236053e+02, 8.98463058e+01, -1.96069431e+00, 0.00000000e+00
-1.32440722e+00, -4.18597317e+00, 1.24020576e-02, 4.52184296e+02, 8.97422256e+01, -2.45809484e+00, 0.00000000e+00
-5.98759174e+00, 4.81126833e+00, 1.24020576e-02, 7.72814575e+02, 8.67835999e+01, -6.81143105e-01, 0.00000000e+00
-5.79920912e+00, 4.55439663e+00, 1.24020576e-02, 7.76172119e+02, 8.62980576e+01, -4.81866330e-01, 0.00000000e+00
-5.68748093e+00, 4.84553576e+00, 1.24020576e-02, 7.60119080e+02, 8.70113449e+01, -5.63385248e-01, 0.00000000e+00
-1.19016924e+01, 4.89884281e+00, 1.24020576e-02, 1.03080505e+03, 8.36146317e+01, -2.70580196e+00, 0.00000000e+00
-1.18115597e+01, 4.56045103e+00, 1.24020576e-02, 1.02913892e+03, 8.31741867e+01, -2.39835191e+00, 0.00000000e+00
-1.16125708e+01, 4.80896950e+00, 1.24020576e-02, 1.01197760e+03, 8.37320251e+01, -2.58057714e+00, 0.00000000e+00
9.80723381e+00, -6.75706720e+00, 1.24020576e-02, 6.08196068e+01, 5.24869881e+01, 4.53213543e-01, 0.00000000e+00
9.86383820e+00, -6.48037148e+00, 1.24020576e-02, 6.35381355e+01, 6.76787033e+01, 7.92688131e-01, 0.00000000e+00
9.58699322e+00, -6.60971880e+00, 1.24020576e-02, 5.97392120e+01, 6.16478004e+01, 6.90095603e-01, 0.00000000e+00
1.13784275e+01, -1.98587108e+00, 1.24020576e-02, 7.59112244e+01, 9.19872208e+01, -4.43830633e+00, 0.00000000e+00
1.10758133e+01, -2.22439313e+00, 1.24020576e-02, 1.08077400e+02, 9.26069489e+01, -3.88167691e+00, 0.00000000e+00
1.14272470e+01, -2.36835408e+00, 1.24020576e-02, 7.62079391e+01, 9.45908203e+01, -2.60743213e+00, 0.00000000e+00
1.14425278e+01, 5.31827688e+00, 1.24020576e-02, 4.73774605e+01, 9.36767273e+01, -1.78014469e+00, 0.00000000e+00
1.14383812e+01, 5.65034771e+00, 1.24020576e-02, 4.58570213e+01, 9.10556641e+01, -1.62349176e+00, 0.00000000e+00
1.11910400e+01, 5.46915960e+00, 1.24020576e-02, 4.69551468e+01, 9.28600998e+01, -1.77706945e+00, 0.00000000e+00
-9.13213634e+00, 5.74712420e+00, 1.24020576e-02, 8.54022522e+02, 8.79285889e+01, -2.32404208e+00, 0.00000000e+00
-8.88636780e+00, 5.76148653e+00, 1.24020576e-02, 8.46974487e+02, 8.80966644e+01, -2.22474241e+00, 0.00000000e+00
-8.92800236e+00, 5.99746847e+00, 1.24020576e-02, 8.41708191e+02, 8.85812683e+01, -2.31274533e+00, 0.00000000e+00
-4.17809820e+00, -4.56427765e+00, 1.24020576e-02, 7.13397461e+02, 8.72477417e+01, -3.48677486e-01, 0.00000000e+00
-4.33314896e+00, -4.87097502e+00, 1.24020576e-02, 7.05077087e+02, 8.78293457e+01, -6.62755445e-02, 0.00000000e+00
-4.01233721e+00, -4.79091024e+00, 1.24020576e-02, 6.92270569e+02, 8.78750916e+01, -2.98221797e-01, 0.00000000e+00
9.77613354e+00, -1.00114775e+00, 1.24020576e-02, 2.25532776e+02, 6.69211807e+01, 1.14903176e+00, 0.00000000e+00
1.00168142e+01, -1.01570475e+00, 1.24020576e-02, 2.06379959e+02, 6.57141876e+01, -2.01834941e+00, 0.00000000e+00
9.94025421e+00, -7.31707335e-01, 1.24020576e-02, 1.56968674e+02, 6.22430611e+01, 2.62480348e-01, 0.00000000e+00
9.32951736e+00, -7.25644875e+00, 1.24020576e-02, 5.91055336e+01, 1.88969879e+01, 8.07298254e-03, 0.00000000e+00
9.47471905e+00, -7.03761148e+00, 1.24020576e-02, 5.83070564e+01, 3.55823250e+01, 1.95532188e-01, 0.00000000e+00
9.14063835e+00, -6.97458982e+00, 1.24020576e-02, 6.26869965e+01, 3.98454819e+01, 2.89207935e-01, 0.00000000e+00
-8.61501217e+00, -1.03756595e+00, 1.24020576e-02, 9.44681458e+02, 8.22216797e+01, 2.79021382e-01, 0.00000000e+00
-8.68918514e+00, -6.65826023e-01, 1.24020576e-02, 9.48390015e+02, 8.21278915e+01, 1.82234824e-01, 0.00000000e+00
-8.91625595e+00, -9.26612675e-01, 1.24020576e-02, 9.52492310e+02, 8.21109390e+01, 2.69743592e-01, 0.00000000e+00
7.57062578e+00, 6.94958639e+00, 1.24020576e-02, 5.49911652e+01, 4.25414810e+01, -4.79988128e-01, 0.00000000e+00
7.41188717e+00, 6.61423492e+00, 1.24020576e-02, 6.14887161e+01, 6.46324997e+01, -1.05601156e+00, 0.00000000e+00
7.75770330e+00, 6.61796284e+00, 1.24020576e-02, 5.89090157e+01, 6.47222443e+01, -1.02284455e+00, 0.00000000e+00
1.05123014e+01, -7.21478844e+00, 1.24020576e-02, 6.51311951e+01, 2.12031612e+01, 8.37322250e-02, 0.00000000e+00
1.08145657e+01, -7.21632147e+00, 1.24020576e-02, 6.33668594e+01, 2.13544540e+01, 5.49257882e-02, 0.00000000e+00
1.06291323e+01, -6.93264246e+00, 1.24020576e-02, 6.60457382e+01, 4.10297394e+01, 2.75663763e-01, 0.00000000e+00
1.14481153e+01, -6.34641504e+00, 1.24020576e-02, 6.35528526e+01, 7.25433044e+01, 9.81643200e-01, 0.00000000e+00
1.12944126e+01, -6.08928299e+00, 1.24020576e-02, 6.43212204e+01, 8.16364288e+01, 1.19721401e+00, 0.00000000e+00
1.11700754e+01, -6.32651138e+00, 1.24020576e-02, 6.45228043e+01, 7.28785019e+01, 9.57248688e-01, 0.00000000e+00
-5.95909882e+00, -3.67318583e+00, 1.24020576e-02, 8.27615540e+02, 8.48597031e+01, 2.32528523e-01, 0.00000000e+00
-5.67362738e+00, -3.65111256e+00, 1.24020576e-02, 8.20377808e+02, 8.49343414e+01, 7.73226917e-02, 0.00000000e+00
-5.74590445e+00, -3.44341683e+00, 1.24020576e-02, 8.31548584e+02, 8.46341019e+01, 4.29768600e-02, 0.00000000e+00
-9.22013950e+00, 3.99629092e+00, 1.24020576e-02, 9.11806274e+02, 8.40059738e+01, -1.46665132e+00, 0.00000000e+00
-8.84062481e+00, 4.06540823e+00, 1.24020576e-02, 8.96500305e+02, 8.42753067e+01, -1.39469624e+00, 0.00000000e+00
-9.14687538e+00, 4.29978609e+00, 1.24020576e-02, 9.01708008e+02, 8.44901657e+01, -1.59535539e+00, 0.00000000e+00
1.31027794e+01, -3.25836492e+00, 1.24020576e-02, 1.73885479e+01, 9.49308777e+01, 2.27631259e+00, 0.00000000e+00
1.28693504e+01, -3.12323475e+00, 1.24020576e-02, 2.01372299e+01, 9.52471085e+01, 2.02503610e+00, 0.00000000e+00
1.27976894e+01, -3.40919518e+00, 1.24020576e-02, 2.59192944e+01, 9.49848022e+01, 1.81507790e+00, 0.00000000e+00
-1.37153330e+01, 5.55561495e+00, 1.24020576e-02, 1.20340527e+03, 8.26036911e+01, -3.35609460e+00, 0.00000000e+00
-1.39273767e+01, 5.35621977e+00, 1.24020576e-02, 1.22167188e+03, 8.19786758e+01, -2.94272017e+00, 0.00000000e+00
-1.35926647e+01, 5.23526382e+00, 1.24020576e-02, 1.18245068e+03, 8.22646255e+01, -2.95532417e+00, 0.00000000e+00
-5.09434128e+00, -1.39102364e+00, 1.24020576e-02, 9.20333191e+02, 8.26360703e+01, -5.26845634e-01, 0.00000000e+00
-5.43486738e+00, -1.13811123e+00, 1.24020576e-02, 9.23552490e+02, 8.25333786e+01, -3.23067874e-01, 0.00000000e+00
-5.43615866e+00, -1.50987649e+00, 1.24020576e-02, 9.10261963e+02, 8.27783890e+01, -3.86093825e-01, 0.00000000e+00
1.26176958e+01, -6.46807194e+00, 1.24020576e-02, 4.81586571e+01, 6.53104324e+01, 9.87450600e-01, 0.00000000e+00
1.28474426e+01, -6.68052292e+00, 1.24020576e-02, 4.17569923e+01, 5.40539284e+01, 7.44464815e-01, 0.00000000e+00
1.29381542e+01, -6.35689878e+00, 1.24020576e-02, 3.90517044e+01, 7.00196915e+01, 1.12615752e+00, 0.00000000e+00
7.66234970e+00, -4.12144852e+00, 1.24020576e-02, 9.73889542e+01, 9.35884628e+01, 2.87078118e+00, 0.00000000e+00
7.31352758e+00, -4.07993555e+00, 1.24020576e-02, 9.29177246e+01, 9.37814331e+01, 2.89672446e+00, 0.00000000e+00
7.47926950e+00, -4.40168047e+00, 1.24020576e-02, 9.19362183e+01, 9.40993042e+01, 2.72800922e+00, 0.00000000e+00
2.06617999e+00, 6.90178823e+00, 1.24020576e-02, 1.87779968e+02, 5.50939026e+01, -5.54873705e-01, 0.00000000e+00
1.96440256e+00, 6.64007759e+00, 1.24020576e-02, 1.84465454e+02, 7.19592209e+01, -7.50881135e-01, 0.00000000e+00
2.25065374e+00, 6.60270119e+00, 1.24020576e-02, 1.72624466e+02, 7.25079422e+01, -8.92424762e-01, 0.00000000e+00
1.04484348e+01, 3.98656726e-01, 1.24020576e-02, -1.12297386e+02, 7.48735962e+01, -1.04945765e+01, 0.00000000e+00
1.01835022e+01, 5.94414771e-01, 1.24020576e-02, -1.39858444e+02, 7.79770432e+01, -7.35182953e+00, 0.00000000e+00
1.01282148e+01, 2.35733747e-01, 1.24020576e-02, -1.18903854e+02, 7.05834656e+01, -4.89538050e+00, 0.00000000e+00
-6.84723425e+00, -1.42031455e+00, 1.24020576e-02, 9.12645874e+02, 8.27080078e+01, 9.07591358e-02, 0.00000000e+00
-6.90457630e+00, -1.05897450e+00, 1.24020576e-02, 9.18973083e+02, 8.25566025e+01, 6.59326315e-02, 0.00000000e+00
-7.21177912e+00, -1.30927873e+00, 1.24020576e-02, 9.18895325e+02, 8.26074905e+01, 1.50468305e-01, 0.00000000e+00
1.34982729e+01, -6.93499947e+00, 1.24020576e-02, 3.23363380e+01, 3.69472160e+01, 5.30282855e-01, 0.00000000e+00
1.32690945e+01, -7.21938705e+00, 1.24020576e-02, 3.25785484e+01, 1.94988613e+01, 1.61457583e-01, 0.00000000e+00
1.35338478e+01, -7.26954412e+00, 1.24020576e-02, 3.14080505e+01, 1.63404655e+01, -1.40785696e-02, 0.00000000e+00
-4.73672342e+00, 4.06845379e+00, 1.24020576e-02, 7.54859375e+02, 8.59386292e+01, 3.05007309e-01, 0.00000000e+00
-5.01627016e+00, 3.91293144e+00, 1.24020576e-02, 7.75651184e+02, 8.55610352e+01, 2.08193898e-01, 0.00000000e+00
-4.78628683e+00, 3.72287083e+00, 1.24020576e-02, 7.75828918e+02, 8.53742599e+01, 4.32279259e-01, 0.00000000e+00
1.34656775e+00, -4.20757246e+00, 1.24020576e-02, 5.59000969e+01, 9.38927307e+01, -3.94780308e-01, 0.00000000e+00
1.32633436e+00, -3.88796949e+00, 1.24020576e-02, 1.04191170e+01, 9.40588684e+01, -6.47583067e-01, 0.00000000e+00
1.09233797e+00, -4.06556559e+00, 1.24020576e-02, 5.95541153e+01, 9.37370682e+01, -8.88449609e-01, 0.00000000e+00
1.08661842e+01, 5.33615351e+00, 1.24020576e-02, 5.02712746e+01, 9.37425613e+01, -1.90223682e+00, 0.00000000e+00
1.09029436e+01, 4.96612644e+00, 1.24020576e-02, 5.41118317e+01, 9.46691895e+01, -2.03385067e+00, 0.00000000e+00
1.11831455e+01, 5.16113949e+00, 1.24020576e-02, 5.00103340e+01, 9.43360825e+01, -1.90749657e+00, 0.00000000e+00
-9.63761234e+00, -1.51472723e+00, 1.24020576e-02, 9.69373352e+02, 8.20208054e+01, 5.22204518e-01, 0.00000000e+00
-9.63368988e+00, -1.19014060e+00, 1.24020576e-02, 9.70337402e+02, 8.19350281e+01, 4.07098085e-01, 0.00000000e+00
1.27063961e+01, -6.13417530e+00, 1.24020576e-02, 4.49270325e+01, 7.87921600e+01, 1.35614860e+00, 0.00000000e+00
-9.65938663e+00, -6.58146048e+00, 1.24020576e-02, 8.41005310e+02, 8.37530975e+01, 2.55493760e+00, 0.00000000e+00
-9.74615765e+00, -6.24701214e+00, 1.24020576e-02, 8.68169922e+02, 8.81602402e+01, 2.88746858e+00, 0.00000000e+00
-9.98755741e+00, -6.57223320e+00, 1.24020576e-02, 8.68118347e+02, 8.48656082e+01, 2.84952474e+00, 0.00000000e+00
-1.28363523e+01, 2.35103562e-01, 1.24020576e-02, 1.06683240e+03, 8.06238632e+01, -9.22854766e-02, 0.00000000e+00
-1.28611889e+01, 5.13363183e-01, 1.24020576e-02, 1.06808691e+03, 8.06270676e+01, -1.90226004e-01, 0.00000000e+00
-1.31609230e+01, 3.33273411e-01, 1.24020576e-02, 1.07573401e+03, 8.05220566e+01, -1.19936854e-01, 0.00000000e+00
-1.20348473e+01, -3.07312131e+00, 1.24020576e-02, 1.05378271e+03, 8.15795441e+01, 1.33459723e+00, 0.00000000e+00
-1.18518524e+01, -3.26535344e+00, 1.24020576e-02, 1.04592712e+03, 8.17943115e+01, 1.45677841e+00, 0.00000000e+00
-1.17775145e+01, -2.89918709e+00, 1.24020576e-02, 1.04300879e+03, 8.16285019e+01, 1.24535120e+00, 0.00000000e+00
1.13453064e+01, 1.92515302e+00, 1.24020576e-02, 9.05401611e+01, 8.88122025e+01, -6.71815729e+00, 0.00000000e+00
1.10628672e+01, 1.72241545e+00, 1.24020576e-02, 6.17805176e+01, 8.96782227e+01, -8.77059460e+00, 0.00000000e+00
1.13971834e+01, 1.57613933e+00, 1.24020576e-02, 9.20012970e+01, 8.67651749e+01, -8.76714993e+00, 0.00000000e+00
